step,data_loss,penalty,objective,optimality,b,w_area,w_age
6.500000000000000000e+01,7.809860063958512001e+03,4.645024246683590718e+03,1.245488431064210272e+04,1.612125559717007665e-04,3.319203307111111371e+03,2.024326517838804875e+02,-4.186978450083203462e+00
6.600000000000000000e+01,7.809859097275908425e+03,4.645025213360995622e+03,1.245488431063690405e+04,1.300324589451815050e-04,3.319203307111111371e+03,2.024326832489682033e+02,-4.186989984669424736e+00
6.700000000000000000e+01,7.809858314607271495e+03,4.645025996026235589e+03,1.245488431063350799e+04,1.048861452181627021e-04,3.319203307111111371e+03,2.024327086283978758e+02,-4.186999419697927216e+00
6.800000000000000000e+01,7.809857680924292254e+03,4.645026629706999302e+03,1.245488431063129246e+04,8.460535473533989186e-05,3.319203307111111371e+03,2.024327290998291460e+02,-4.187007135608257435e+00
6.900000000000000000e+01,7.809857167866571217e+03,4.645027142763272423e+03,1.245488431062984455e+04,6.824815160738791336e-05,3.319203307111111371e+03,2.024327456129034033e+02,-4.187013444265764939e+00
7.000000000000000000e+01,7.809856752472333937e+03,4.645027558156564737e+03,1.245488431062889867e+04,5.505505384844376420e-05,3.319203307111111371e+03,2.024327589334172046e+02,-4.187018601246159655e+00
7.100000000000000000e+01,7.809856416150739278e+03,4.645027894477542759e+03,1.245488431062828204e+04,4.441367225474676628e-05,3.319203307111111371e+03,2.024327696789331981e+02,-4.187022815935423914e+00
7.200000000000000000e+01,7.809856143849835462e+03,4.645028166778040941e+03,1.245488431062787640e+04,3.583020622339618932e-05,3.319203307111111371e+03,2.024327783474893465e+02,-4.187026259830202157e+00
7.300000000000000000e+01,7.809855923382919173e+03,4.645028387244697115e+03,1.245488431062761629e+04,2.890646598408869831e-05,3.319203307111111371e+03,2.024327853407447719e+02,-4.187029073356511866e+00
7.400000000000000000e+01,7.809855744883086118e+03,4.645028565744357365e+03,1.245488431062744348e+04,2.332135050223098106e-05,3.319203307111111371e+03,2.024327909826408529e+02,-4.187031371469319474e+00
7.500000000000000000e+01,7.809855600361670440e+03,4.645028710265661175e+03,1.245488431062733071e+04,1.881591461625244652e-05,3.319203307111111371e+03,2.024327955344472230e+02,-4.187033248249055539e+00
7.600000000000000000e+01,7.809855483350688701e+03,4.645028827276569245e+03,1.245488431062725795e+04,1.518133094880071534e-05,3.319203307111111371e+03,2.024327992068932076e+02,-4.187034780673744017e+00
7.700000000000000000e+01,7.809855388613377727e+03,4.645028922013830197e+03,1.245488431062720701e+04,1.224918449980389204e-05,3.319203307111111371e+03,2.024328021699496958e+02,-4.187036031713202711e+00
7.800000000000000000e+01,7.809855311909827833e+03,4.645028998717350987e+03,1.245488431062717791e+04,9.883647626632179105e-06,3.319203307111111371e+03,2.024328045607167326e+02,-4.187037052866600995e+00
7.900000000000000000e+01,7.809855249807204018e+03,4.645029060819951155e+03,1.245488431062715608e+04,7.975171216505995547e-06,3.319203307111111371e+03,2.024328064897838431e+02,-4.187037886242825913e+00
8.000000000000000000e+01,7.809855199526153228e+03,4.645029111100991940e+03,1.245488431062714517e+04,6.435397608130770921e-06,3.319203307111111371e+03,2.024328080463590140e+02,-4.187038566265244732e+00
8.100000000000000000e+01,7.809855158816368203e+03,4.645029151810770600e+03,1.245488431062713789e+04,5.193059649894634444e-06,3.319203307111111371e+03,2.024328093024047917e+02,-4.187039121068855785e+00
8.200000000000000000e+01,7.809855125855903680e+03,4.645029184771226937e+03,1.245488431062713062e+04,4.190672511676378976e-06,3.319203307111111371e+03,2.024328103159739669e+02,-4.187039573644306678e+00
8.300000000000000000e+01,7.809855099169640198e+03,4.645029211457485872e+03,1.245488431062712698e+04,3.381867242641708073e-06,3.319203307111111371e+03,2.024328111338995768e+02,-4.187039942774922530e+00
8.400000000000000000e+01,7.809855077563250234e+03,4.645029233063874017e+03,1.245488431062712334e+04,2.729239968373422299e-06,3.319203307111111371e+03,2.024328117939644756e+02,-4.187040243803802575e+00
8.500000000000000000e+01,7.809855060069753563e+03,4.645029250557370688e+03,1.245488431062712334e+04,2.202617997183470989e-06,3.319203307111111371e+03,2.024328123266511170e+02,-4.187040489261645071e+00
8.600000000000000000e+01,7.809855045906235318e+03,4.645029264720888932e+03,1.245488431062712334e+04,1.777660560480176219e-06,3.319203307111111371e+03,2.024328127565529201e+02,-4.187040689380419956e+00
8.700000000000000000e+01,7.809855034438813163e+03,4.645029276188305630e+03,1.245488431062711970e+04,1.434731570722514830e-06,3.319203307111111371e+03,2.024328131035125296e+02,-4.187040852513615796e+00
8.800000000000000000e+01,7.809855025154283794e+03,4.645029285472838637e+03,1.245488431062712334e+04,1.157989352717391895e-06,3.319203307111111371e+03,2.024328133835400649e+02,-4.187040985480002142e+00
8.900000000000000000e+01,7.809855017637104538e+03,4.645029292990013346e+03,1.245488431062711788e+04,9.346531572245639311e-07,3.319203307111111371e+03,2.024328136095537047e+02,-4.187041093844743322e+00
9.000000000000000000e+01,7.809855011550866948e+03,4.645029299076251846e+03,1.245488431062711970e+04,7.544115081428229447e-07,3.319203307111111371e+03,2.024328137919771109e+02,-4.187041182148980134e+00
9.100000000000000000e+01,7.809855006623176450e+03,4.645029304003943253e+03,1.245488431062711970e+04,6.089448611554070437e-07,3.319203307111111371e+03,2.024328139392213757e+02,-4.187041254097930043e+00
9.200000000000000000e+01,7.809855002633496952e+03,4.645029307993622751e+03,1.245488431062711970e+04,4.915407308806479997e-07,3.319203307111111371e+03,2.024328140580738022e+02,-4.187041312714121055e+00
9.300000000000000000e+01,7.809854999403270995e+03,4.645029311223845980e+03,1.245488431062711607e+04,3.967827928268081298e-07,3.319203307111111371e+03,2.024328141540115666e+02,-4.187041360462894879e+00
9.400000000000000000e+01,7.809854996787944401e+03,4.645029313839178030e+03,1.245488431062712334e+04,3.203005631393229506e-07,3.319203307111111371e+03,2.024328142314546994e+02,-4.187041399354799687e+00
